mean_accuracy,stdev_accuracy,mean_recall,stdev_recall,mean_sf1,stdev_sf1
0.8499999999999999,0.03072678359102227,0.8243312929172153,0.036851777788694896,0.711198472051665,0.03240143113354892
0.8819999999999999,0.022507242472564713,0.8678697017051594,0.03252155434168274,0.720339650194601,0.026473106993948572
0.8360714285714289,0.027097155266587264,0.8080958287620769,0.035487809516784714,0.7082175478576158,0.03223136510977133
0.8582142857142859,0.029605650427052314,0.833376405638926,0.037753104618665906,0.717524084136291,0.03037362880883525
0.8277142857142858,0.034775245023730944,0.7984699625727048,0.041213373829713254,0.7048075995597632,0.034019571419599284
0.844285714285714,0.027373893311772816,0.8166582779707997,0.03466521349309367,0.7116523822854526,0.030339427199881
0.8318571428571427,0.027903816304176925,0.8047823016253077,0.034799395797520075,0.7094219036442708,0.031118548462096607
0.8389285714285712,0.029078739273151695,0.8086114279252132,0.03644964987051839,0.7070272045342338,0.03195372514748049
0.8185000000000002,0.03544770639523446,0.7874072502766641,0.04139233495835804,0.6956057258950739,0.03050952626724258
0.8397142857142856,0.03044573694906185,0.8122793611041541,0.037739504353812015,0.7119665306436634,0.03393398809888956
0.8244285714285712,0.04054844582055116,0.7948084002068838,0.04477085438602664,0.7037360072892058,0.03396138705330395
0.8327857142857141,0.03912429121214875,0.8026772871468271,0.044995637005839806,0.7044151504679041,0.036093285824543866
0.820357142857143,0.03691872379380949,0.7903313057032321,0.04246078447782687,0.7000212189418931,0.034257359140837836
0.8321428571428569,0.039678932014939834,0.8021546664606377,0.04530190072625355,0.7082355851419126,0.03424485986235526
0.8181428571428575,0.04689294904756196,0.7874066713816482,0.05138589731928528,0.7028007993075035,0.03710536040478203
0.8154285714285713,0.03488532912865752,0.7845196267548217,0.04063993709353545,0.6949371673783741,0.033057410156116955
0.808357142857143,0.03897859753453987,0.7795864963455812,0.04149421214067925,0.7006860370629812,0.031600130759347096
0.8129285714285714,0.0401462873342528,0.7837575725368027,0.045379853910655445,0.6988649406163888,0.03391136592430864
0.7982857142857144,0.04780396994353502,0.7669682595638779,0.05168986525917506,0.6920623661734912,0.0362741808637155
0.8000714285714288,0.04961711780943672,0.7709166902915011,0.052455107312526277,0.6947937720267001,0.03685681986731957
0.7799999999999998,0.05464414215354248,0.7524810841685369,0.05527286771239539,0.6888657074314501,0.03528495689990487
0.7957142857142858,0.047282359515318256,0.7685218650224184,0.04980387568473905,0.6953059840806077,0.034799129043501784
0.7737142857142856,0.05928419302973578,0.7477610149148808,0.05896279837592889,0.687541129518589,0.03926458387378292
0.7885714285714286,0.051527882307762805,0.7616583909876751,0.053547860017494495,0.6927979394143405,0.03591007725603047
0.7586428571428576,0.05468463398415155,0.7322934927785343,0.05318219750905189,0.6790417360280452,0.03530288738173614
0.7699285714285715,0.057325600649238015,0.7447742633641732,0.05701420158919419,0.6877617640451753,0.03673971207513126
0.743857142857143,0.05896289830582768,0.7204786396598213,0.056037660524141844,0.6770682927824032,0.038012927282983784
0.7471428571428571,0.05854168110951741,0.7227041869147035,0.05817337182946879,0.6751556992932544,0.039707888976807354
0.7462142857142863,0.05599915149399877,0.7233817452024774,0.05431712311796246,0.6793899119340656,0.03813210340509172
0.7422142857142859,0.06284742644303978,0.7172891225153887,0.060481436851696754,0.6719958706918434,0.04032780915584231
0.7271428571428573,0.05967513232716184,0.7055957153455288,0.056222243348548105,0.6706591669631109,0.040732629330136105
0.7282142857142856,0.05673896766291495,0.7070245257122881,0.052637059751089975,0.6706423111528976,0.03571348170330992
0.7183571428571424,0.05854392589785995,0.6992777236795292,0.05321305377379135,0.6671163761892183,0.03642249350641489
0.726357142857143,0.05071835034419767,0.7044905824061223,0.048597891170267846,0.6694934057349421,0.03523992809734155
0.7102857142857144,0.05760384043176416,0.6935523639596585,0.0541688010518929,0.6683367928038285,0.038945808189904556
0.7197142857142858,0.0603032944556233,0.69915237729785,0.05680527015754583,0.6659700488513778,0.0401834407669804
0.7037142857142854,0.05361090416657433,0.6867094369870831,0.04954313210962545,0.6630256151793499,0.036842646008510026
0.7017142857142855,0.058963772336537455,0.6840430649652874,0.05440677611907116,0.6585920587169837,0.039973778069076704
0.6948571428571426,0.04721778993835421,0.6783646096775316,0.04377806149754863,0.6584199836064718,0.03571346917096208
0.6912142857142858,0.056342290696086296,0.6756133513807033,0.05146880693137232,0.6547085034672119,0.03979978575385569
0.6803571428571427,0.04540723677017646,0.6676120496411112,0.04141786286966108,0.6532487344133177,0.034889426524678205
0.6864999999999999,0.04512854130322261,0.6722137782039875,0.04073954103575383,0.6554581654777216,0.03418394954992922
0.6737857142857143,0.049142880214095734,0.6614810199760128,0.04522213747022388,0.6470408628017086,0.036377298150512466
0.6945714285714284,0.05064132100483578,0.6798974266938784,0.04741182248550479,0.6612375227100097,0.03857205408304001
0.6774285714285714,0.044886076274622974,0.6657983567177846,0.04073858847476675,0.6520939213818668,0.03349054300348615
0.6779285714285715,0.05077319100022664,0.6650660493372925,0.04668760559255087,0.6502226809275454,0.03874118302745286
0.6720714285714284,0.044740888038363166,0.6617556459822544,0.04030340120438192,0.6502471525628658,0.03391948114097567
0.6755714285714285,0.04725161271473679,0.6643797102371813,0.04304106399482267,0.6516157784737859,0.03606692326220326
0.6769999999999996,0.051021113167670835,0.6681688009597302,0.046771433705115474,0.657251548819677,0.039466228639666145
0.6733571428571427,0.04321465838867128,0.6629145749664734,0.03881848940964376,0.6514192698026104,0.03289308600673233
0.6785000000000001,0.053215459955860106,0.669293304878876,0.048746594411834404,0.6580652038115392,0.04161263083263378
0.6791428571428569,0.047409495633593327,0.6689298637255239,0.04345198420261428,0.6568410051751031,0.03572483537971995
0.6673571428571428,0.04182567063881611,0.6598003046708607,0.03765408775838425,0.6513506451813069,0.03211806896181936
0.6676428571428571,0.0423911048688964,0.6593370081313958,0.03760120459393696,0.6498430459382861,0.03060097567197391
0.6642857142857143,0.04188409565172898,0.6582635170866385,0.03871571064385974,0.6515019151605068,0.03366896972399157
0.6680714285714285,0.04256096552518266,0.6609495415071288,0.038314504495487296,0.6530160434067405,0.03328496966740597
0.6592142857142855,0.03914009480357369,0.6538073989648282,0.03566076985182875,0.6480175311699296,0.031783787086500176
0.6632857142857143,0.040176122259808565,0.6570465038952673,0.036913777447572495,0.6503322528826455,0.03283700731140979
0.6529999999999998,0.036466536536270404,0.6491603992832837,0.034286352545587845,0.6452089175915698,0.03183316257163172
0.6560714285714283,0.04047459889918983,0.6516319485652952,0.03699595482741258,0.6467174215244421,0.03254439353255571
0.6570714285714284,0.043365135088561955,0.6534980112922574,0.0405515700970963,0.6495022811697398,0.03725571558655786
0.6495714285714287,0.0414986718461797,0.6453848410829349,0.0388172852771937,0.64102142221217,0.03570298781022384
0.6515714285714282,0.03627382746068715,0.6486895179678323,0.03429710690308892,0.6456671011329678,0.031950745656393005
0.6535000000000001,0.049367207862316985,0.6493905374675428,0.045443622025469796,0.6445964930655858,0.04054375079935336
0.6537857142857145,0.03427030377575156,0.6512579261660065,0.032637307574063655,0.6485993603835568,0.03060716780053507
0.6526428571428575,0.03422817140888904,0.6503689749142988,0.032350936859724316,0.64793614083538,0.030290353024460558
0.6479285714285714,0.03584097299585533,0.6460927985834082,0.03443956082072914,0.644170881053007,0.03281192268001795
0.6515714285714285,0.03924903180499303,0.6494450424874871,0.03743831982600209,0.6470851277242606,0.03498520225813419
0.6402142857142856,0.033559145461012366,0.6388167895601725,0.03232794752544748,0.6373958904954342,0.03102449047320798
0.6478571428571429,0.0407553399252945,0.6458882865000533,0.038979367823462036,0.6437404393313603,0.03691090324753008
0.6456428571428571,0.0387643483918682,0.6444211255962771,0.037380229580710606,0.6430536254891713,0.035734043859253446
0.6490714285714284,0.03909213754044324,0.647873269938392,0.03785299712095304,0.6464198208986589,0.03607249670484088
0.6485714285714288,0.03152157301021217,0.6473922593538864,0.03061843749255191,0.6460756339238689,0.029414415279874352
0.6451428571428569,0.03447159807733549,0.6440151914737874,0.033380644169890124,0.6428191105894563,0.03216058568738679
0.6414285714285713,0.031537918136024225,0.6408908132504741,0.030998457361107914,0.6403355693657987,0.030425164138621275
0.6422857142857142,0.03315785598812336,0.6416329903479856,0.03255022001111694,0.6409556724415342,0.03187034077641592
0.6448571428571428,0.033396353537506814,0.6441714607986111,0.03245625805392804,0.6433984140418758,0.03136861410082872
0.6423571428571431,0.03782718191472868,0.6415768317023403,0.03707219067729826,0.6407467005758246,0.03623658678441281
0.6377142857142857,0.030118299017098633,0.6374285714285715,0.029830508241132245,0.6371418330773171,0.029553625740463475
0.6440714285714286,0.031815391402217154,0.6437234088505595,0.031473221160135144,0.6433600529714478,0.031109232907682104
0.6385714285714285,0.030793799556326825,0.6383573290435973,0.030591305906392495,0.6381420062106997,0.03039275717266593
0.6477857142857143,0.032939776259544626,0.647534645575465,0.032704521525309775,0.6472661815248262,0.03242692971963912
0.6444285714285714,0.03580191270317166,0.6442635878874539,0.03550297686848056,0.644059257662994,0.035111288638543604
0.6460000000000001,0.0329808199979092,0.6457214072238606,0.03252762561809274,0.6453944956563658,0.03197830082460569
0.6396428571428572,0.034791468778021056,0.6394845837615623,0.03458677336316471,0.6393131080389145,0.034370202173822355
0.6451428571428569,0.03317650180638162,0.6448249492349718,0.03263012017193306,0.6444458886433582,0.03193983961729179
0.6441428571428572,0.029483634164912533,0.6440521247598197,0.02937149291578062,0.6439540993932966,0.029241699583442596
0.6488571428571429,0.02823977787851582,0.6487214799588901,0.02807191135532008,0.6485745007680492,0.027890530398222483
0.6397857142857142,0.031542084787791934,0.6397641315519013,0.03150117874109324,0.6397391193036354,0.031455558720077076
0.6390714285714283,0.025813001954102473,0.6390477903391569,0.025784137824184025,0.6390238095238092,0.025757039173719
